Fecha reserva,Hora reserva,Nº personas,Estado reserva,Servicio,Canal,Comensal ref
25/04/2026,16:15,7,confirmada,comida,web,Cliente 5346
01/01/2026,15:45,7,no_show,comida,web,Cliente 5347
07/07/2025,16:00,8,cancelada,comida,app,Cliente 5348
20/04/2025,21:00,2,completada,cena,telefono,Cliente 5349
25/01/2026,18:00,8,confirmada,comida,walkin,Cliente 5350
30/07/2025,16:00,7,confirmada,cena,app,Cliente 5351
17/01/2025,22:45,3,no_show,cena,web,Cliente 5352
05/02/2025,19:15,4,completada,comida,walkin,Cliente 5353
14/01/2026,14:30,6,completada,comida,walkin,Cliente 5354
25/10/2025,16:15,6,confirmada,comida,web,Cliente 5355
29/03/2026,17:45,1,cancelada,comida,web,Cliente 5356
21/05/2025,17:00,7,completada,cena,web,Cliente 5357
31/12/2025,22:45,8,completada,cena,web,Cliente 5358
31/01/2025,18:30,6,confirmada,comida,telefono,Cliente 5359
12/05/2026,20:30,7,completada,comida,app,Cliente 5360
24/02/2025,21:45,4,no_show,comida,app,Cliente 5361
15/04/2025,17:30,3,completada,comida,web,Cliente 5362
21/07/2025,16:45,7,completada,cena,walkin,Cliente 5363
11/08/2025,21:00,4,cancelada,comida,telefono,Cliente 5364
10/10/2025,17:30,6,cancelada,comida,web,Cliente 5365
08/04/2025,19:00,6,confirmada,cena,app,Cliente 5366
19/05/2026,21:15,8,no_show,cena,app,Cliente 5367
12/11/2025,16:15,6,confirmada,comida,app,Cliente 5368
28/04/2025,15:45,3,confirmada,cena,walkin,Cliente 5369
20/04/2025,23:30,5,completada,cena,walkin,Cliente 5370
27/07/2025,14:00,3,confirmada,cena,app,Cliente 5371
11/06/2025,22:30,7,no_show,cena,walkin,Cliente 5372
13/05/2025,17:00,3,cancelada,cena,app,Cliente 5373
20/01/2026,13:45,5,confirmada,cena,web,Cliente 5374
26/05/2025,18:30,5,no_show,cena,walkin,Cliente 5375
25/08/2025,17:00,5,confirmada,cena,walkin,Cliente 5376
10/06/2026,19:30,6,confirmada,comida,app,Cliente 5377
24/05/2025,14:30,6,no_show,cena,telefono,Cliente 5378
16/10/2025,15:15,2,completada,cena,app,Cliente 5379
06/11/2025,14:45,2,no_show,cena,app,Cliente 5380
15/03/2026,19:45,7,cancelada,cena,telefono,Cliente 5381
17/09/2025,23:30,1,cancelada,comida,web,Cliente 5382
04/04/2025,19:00,4,confirmada,comida,walkin,Cliente 5383
24/03/2025,15:30,4,completada,comida,web,Cliente 5384
22/09/2025,19:00,3,confirmada,cena,app,Cliente 5385
26/02/2026,17:30,8,confirmada,comida,telefono,Cliente 5386
03/01/2025,23:15,5,cancelada,cena,web,Cliente 5387
10/08/2025,18:00,8,confirmada,comida,app,Cliente 5388
27/02/2025,20:45,7,no_show,cena,web,Cliente 5389
15/04/2025,13:00,1,completada,comida,telefono,Cliente 5390
21/08/2025,22:15,2,confirmada,cena,telefono,Cliente 5391
21/01/2026,17:30,2,no_show,cena,app,Cliente 5392
27/07/2025,14:15,2,no_show,cena,walkin,Cliente 5393
01/04/2026,14:45,5,no_show,cena,app,Cliente 5394
18/01/2026,22:15,4,no_show,comida,web,Cliente 5395
10/12/2025,16:15,3,completada,cena,app,Cliente 5396
20/06/2025,22:00,3,confirmada,cena,telefono,Cliente 5397
13/11/2025,14:45,1,cancelada,comida,telefono,Cliente 5398
26/01/2026,13:15,7,no_show,cena,web,Cliente 5399
30/03/2026,15:45,4,completada,cena,walkin,Cliente 5400
11/06/2026,18:00,8,completada,comida,web,Cliente 5401
28/09/2025,13:15,4,cancelada,comida,telefono,Cliente 5402
19/03/2026,23:30,3,cancelada,cena,web,Cliente 5403
12/12/2025,23:00,5,completada,comida,app,Cliente 5404
28/04/2026,16:45,2,no_show,comida,web,Cliente 5405
25/05/2026,16:15,7,confirmada,cena,web,Cliente 5406
23/03/2025,14:00,5,completada,comida,app,Cliente 5407
10/04/2025,13:00,6,confirmada,cena,walkin,Cliente 5408
13/04/2025,14:30,1,completada,comida,walkin,Cliente 5409
07/05/2025,13:00,4,cancelada,cena,app,Cliente 5410
22/06/2025,20:45,7,cancelada,cena,walkin,Cliente 5411
08/02/2025,14:30,2,confirmada,comida,telefono,Cliente 5412
02/12/2025,23:45,3,no_show,comida,telefono,Cliente 5413
02/01/2026,21:45,1,no_show,cena,telefono,Cliente 5414
05/02/2025,17:15,5,no_show,comida,app,Cliente 5415
02/05/2026,22:00,8,confirmada,cena,web,Cliente 5416
01/05/2025,18:15,8,cancelada,cena,walkin,Cliente 5417
01/05/2025,16:00,6,confirmada,cena,telefono,Cliente 5418
06/06/2026,16:30,1,completada,cena,app,Cliente 5419
10/06/2026,13:15,2,no_show,comida,web,Cliente 5420
30/10/2025,13:30,1,completada,cena,web,Cliente 5421
31/03/2025,21:15,8,confirmada,cena,telefono,Cliente 5422
13/11/2025,20:30,2,cancelada,cena,walkin,Cliente 5423
10/12/2025,23:15,8,no_show,comida,walkin,Cliente 5424
23/01/2025,18:00,6,cancelada,comida,telefono,Cliente 5425
19/01/2026,15:15,7,confirmada,cena,telefono,Cliente 5426
06/04/2026,19:45,7,confirmada,cena,app,Cliente 5427
08/06/2026,22:45,8,completada,cena,web,Cliente 5428
07/04/2025,15:45,8,confirmada,cena,web,Cliente 5429
30/07/2025,14:15,5,cancelada,comida,app,Cliente 5430
08/02/2025,19:15,5,cancelada,comida,app,Cliente 5431
04/10/2025,16:30,6,cancelada,cena,walkin,Cliente 5432
24/04/2026,20:30,1,no_show,comida,telefono,Cliente 5433
05/06/2025,15:45,3,cancelada,comida,web,Cliente 5434
09/11/2025,20:45,2,cancelada,cena,app,Cliente 5435
06/12/2025,20:00,2,no_show,cena,web,Cliente 5436
16/03/2025,21:15,7,completada,cena,app,Cliente 5437
16/11/2025,19:30,1,cancelada,cena,walkin,Cliente 5438
12/04/2026,18:45,8,confirmada,comida,telefono,Cliente 5439
11/08/2025,16:15,4,cancelada,cena,web,Cliente 5440
15/02/2025,13:15,8,cancelada,comida,telefono,Cliente 5441
19/01/2026,17:30,7,completada,comida,app,Cliente 5442
07/02/2025,23:45,1,completada,cena,walkin,Cliente 5443
14/04/2025,16:45,3,confirmada,cena,app,Cliente 5444
27/11/2025,18:15,4,completada,cena,walkin,Cliente 5445
01/05/2026,22:00,3,cancelada,comida,telefono,Cliente 5446
12/11/2025,19:30,3,cancelada,cena,telefono,Cliente 5447
01/07/2025,21:15,1,confirmada,cena,web,Cliente 5448
23/08/2025,14:45,3,no_show,cena,telefono,Cliente 5449
26/12/2025,20:15,1,cancelada,comida,web,Cliente 5450
22/05/2025,15:45,4,cancelada,cena,telefono,Cliente 5451
08/09/2025,14:45,6,confirmada,comida,telefono,Cliente 5452
15/04/2026,17:30,8,completada,comida,web,Cliente 5453
09/05/2025,18:15,6,no_show,comida,web,Cliente 5454
21/07/2025,16:30,2,no_show,comida,app,Cliente 5455
27/05/2025,13:45,3,no_show,comida,walkin,Cliente 5456
13/09/2025,21:00,6,confirmada,comida,walkin,Cliente 5457
01/04/2025,15:00,2,no_show,comida,walkin,Cliente 5458
27/01/2026,23:00,1,confirmada,cena,walkin,Cliente 5459
04/08/2025,19:30,6,confirmada,cena,walkin,Cliente 5460
21/07/2025,14:00,8,completada,cena,walkin,Cliente 5461
19/06/2026,16:00,4,completada,cena,telefono,Cliente 5462
15/03/2025,14:00,4,confirmada,cena,web,Cliente 5463
11/04/2026,17:15,2,confirmada,cena,telefono,Cliente 5464
30/09/2025,19:45,3,completada,cena,app,Cliente 5465
04/06/2026,13:00,3,confirmada,cena,web,Cliente 5466
06/01/2025,15:00,4,no_show,cena,web,Cliente 5467
18/05/2025,23:45,2,no_show,cena,web,Cliente 5468
05/11/2025,22:45,6,cancelada,cena,web,Cliente 5469
30/05/2026,18:15,5,cancelada,cena,app,Cliente 5470
30/07/2025,19:45,5,confirmada,comida,walkin,Cliente 5471
13/06/2026,16:00,3,confirmada,comida,web,Cliente 5472
02/10/2025,13:15,7,no_show,cena,telefono,Cliente 5473
28/12/2025,20:45,3,no_show,comida,app,Cliente 5474
25/06/2026,18:00,2,cancelada,cena,walkin,Cliente 5475
10/08/2025,13:30,7,cancelada,cena,web,Cliente 5476
30/09/2025,14:15,4,confirmada,cena,web,Cliente 5477
01/10/2025,22:00,3,no_show,comida,walkin,Cliente 5478
19/02/2026,22:30,7,no_show,comida,app,Cliente 5479
20/05/2026,13:00,8,no_show,comida,app,Cliente 5480
19/08/2025,21:00,7,confirmada,comida,telefono,Cliente 5481
08/03/2026,18:45,3,no_show,cena,telefono,Cliente 5482
13/05/2025,17:45,1,cancelada,cena,walkin,Cliente 5483
19/03/2025,22:15,8,no_show,cena,telefono,Cliente 5484
30/12/2025,23:45,5,confirmada,comida,app,Cliente 5485
12/11/2025,21:45,6,cancelada,comida,web,Cliente 5486
08/09/2025,16:45,4,confirmada,comida,walkin,Cliente 5487
03/02/2025,22:00,7,cancelada,comida,app,Cliente 5488
30/05/2026,16:30,3,cancelada,comida,walkin,Cliente 5489
22/06/2026,14:45,4,cancelada,cena,web,Cliente 5490
02/10/2025,19:15,8,no_show,cena,web,Cliente 5491
31/03/2025,15:00,7,cancelada,comida,app,Cliente 5492
05/05/2025,21:15,2,no_show,comida,app,Cliente 5493
27/08/2025,15:00,5,confirmada,comida,app,Cliente 5494
30/01/2026,18:15,1,cancelada,comida,app,Cliente 5495
01/07/2025,18:45,6,confirmada,comida,app,Cliente 5496
07/12/2025,17:00,4,completada,cena,web,Cliente 5497
15/05/2025,21:30,7,cancelada,cena,telefono,Cliente 5498
08/12/2025,22:30,6,no_show,comida,telefono,Cliente 5499
16/11/2025,13:15,8,cancelada,cena,telefono,Cliente 5500
02/06/2026,20:30,4,confirmada,comida,telefono,Cliente 5501
09/01/2025,18:30,1,completada,comida,telefono,Cliente 5502
13/05/2026,16:00,3,confirmada,comida,app,Cliente 5503
01/02/2026,22:45,7,completada,cena,walkin,Cliente 5504
08/07/2025,17:45,2,confirmada,cena,telefono,Cliente 5505
27/05/2025,23:00,7,cancelada,comida,web,Cliente 5506
02/06/2026,13:45,6,cancelada,comida,walkin,Cliente 5507
26/02/2026,21:15,7,confirmada,cena,web,Cliente 5508
19/06/2026,14:15,8,no_show,comida,telefono,Cliente 5509
06/07/2025,23:45,8,cancelada,comida,telefono,Cliente 5510
28/05/2026,13:00,2,confirmada,cena,web,Cliente 5511
22/04/2025,21:15,4,cancelada,comida,walkin,Cliente 5512
08/12/2025,19:15,6,completada,comida,telefono,Cliente 5513
26/08/2025,17:00,5,cancelada,comida,walkin,Cliente 5514
07/06/2025,15:45,7,no_show,comida,app,Cliente 5515
08/12/2025,17:30,4,confirmada,comida,web,Cliente 5516
01/09/2025,15:15,6,no_show,comida,telefono,Cliente 5517
09/06/2025,17:45,1,completada,cena,walkin,Cliente 5518
14/03/2025,19:45,3,completada,cena,walkin,Cliente 5519
07/04/2026,16:00,6,no_show,comida,walkin,Cliente 5520
06/02/2025,23:00,1,confirmada,cena,web,Cliente 5521
10/12/2025,18:45,3,completada,cena,walkin,Cliente 5522
13/05/2025,19:15,3,completada,comida,walkin,Cliente 5523
23/01/2025,19:45,3,completada,cena,telefono,Cliente 5524
17/06/2026,18:15,1,no_show,comida,web,Cliente 5525
17/08/2025,20:15,5,no_show,cena,web,Cliente 5526
25/02/2025,17:30,6,completada,comida,walkin,Cliente 5527
19/11/2025,20:00,3,cancelada,comida,walkin,Cliente 5528
28/02/2025,23:00,7,cancelada,cena,app,Cliente 5529
21/04/2025,19:30,7,cancelada,comida,walkin,Cliente 5530
10/02/2025,18:45,3,confirmada,cena,app,Cliente 5531
10/06/2026,23:30,1,no_show,cena,walkin,Cliente 5532
13/01/2026,16:15,3,confirmada,comida,walkin,Cliente 5533
01/10/2025,16:00,7,cancelada,cena,telefono,Cliente 5534
13/04/2025,19:45,2,completada,cena,walkin,Cliente 5535
12/01/2025,19:00,5,cancelada,cena,app,Cliente 5536
26/07/2025,14:30,3,confirmada,cena,telefono,Cliente 5537
03/06/2025,23:45,1,completada,comida,walkin,Cliente 5538
03/01/2026,15:00,6,no_show,comida,app,Cliente 5539
17/09/2025,13:45,7,cancelada,cena,walkin,Cliente 5540
29/03/2025,19:00,5,confirmada,comida,walkin,Cliente 5541
29/12/2025,19:45,8,cancelada,comida,web,Cliente 5542
30/12/2025,15:00,1,confirmada,comida,walkin,Cliente 5543
17/11/2025,17:30,4,completada,cena,walkin,Cliente 5544
31/05/2025,13:45,7,completada,cena,walkin,Cliente 5545
03/05/2026,20:15,8,completada,cena,walkin,Cliente 5546
13/01/2025,16:15,2,completada,cena,walkin,Cliente 5547
10/12/2025,14:15,7,cancelada,cena,web,Cliente 5548
15/08/2025,15:45,6,no_show,cena,walkin,Cliente 5549
05/10/2025,13:15,4,completada,comida,app,Cliente 5550
21/12/2025,23:30,6,no_show,comida,app,Cliente 5551
15/08/2025,14:15,5,confirmada,cena,telefono,Cliente 5552
19/11/2025,21:00,2,confirmada,comida,telefono,Cliente 5553
23/07/2025,21:15,1,no_show,cena,telefono,Cliente 5554
24/09/2025,16:45,6,confirmada,comida,app,Cliente 5555
23/02/2025,13:00,2,confirmada,comida,app,Cliente 5556
13/04/2026,19:15,5,no_show,cena,telefono,Cliente 5557
18/06/2025,21:30,1,confirmada,comida,walkin,Cliente 5558
19/02/2025,21:30,6,confirmada,comida,walkin,Cliente 5559
17/06/2026,21:15,2,cancelada,comida,telefono,Cliente 5560
10/01/2025,23:45,5,confirmada,comida,web,Cliente 5561
07/06/2026,20:45,2,no_show,comida,walkin,Cliente 5562
08/02/2026,19:00,2,cancelada,cena,walkin,Cliente 5563
15/05/2025,21:45,4,cancelada,cena,telefono,Cliente 5564
03/01/2025,17:45,2,confirmada,cena,telefono,Cliente 5565
27/05/2025,18:15,6,cancelada,comida,walkin,Cliente 5566
24/09/2025,23:00,7,completada,comida,app,Cliente 5567
26/06/2025,13:00,1,completada,comida,walkin,Cliente 5568
17/08/2025,21:00,3,completada,comida,walkin,Cliente 5569
16/04/2026,22:30,4,cancelada,cena,app,Cliente 5570
21/06/2025,16:30,6,no_show,cena,telefono,Cliente 5571
28/03/2026,20:00,7,cancelada,cena,app,Cliente 5572
28/05/2025,18:30,2,no_show,cena,web,Cliente 5573
18/02/2025,21:45,4,no_show,comida,walkin,Cliente 5574
21/01/2025,20:15,5,no_show,cena,telefono,Cliente 5575
06/11/2025,13:00,7,confirmada,comida,app,Cliente 5576
01/03/2026,18:30,4,confirmada,comida,telefono,Cliente 5577
18/03/2026,17:00,7,completada,comida,walkin,Cliente 5578
11/05/2025,19:00,6,confirmada,comida,web,Cliente 5579
11/05/2025,19:15,7,completada,cena,walkin,Cliente 5580
06/06/2026,20:30,2,cancelada,comida,walkin,Cliente 5581
20/03/2026,22:45,8,cancelada,cena,app,Cliente 5582
24/10/2025,15:30,6,confirmada,cena,app,Cliente 5583
23/06/2025,16:30,1,no_show,cena,telefono,Cliente 5584
14/04/2026,22:45,7,confirmada,comida,web,Cliente 5585
27/06/2025,14:30,4,confirmada,comida,telefono,Cliente 5586
05/02/2025,17:45,4,completada,comida,web,Cliente 5587
16/03/2026,19:00,2,no_show,comida,walkin,Cliente 5588
06/02/2025,21:30,5,confirmada,cena,web,Cliente 5589
08/11/2025,21:15,8,cancelada,cena,app,Cliente 5590
16/02/2026,15:30,3,confirmada,cena,walkin,Cliente 5591
21/03/2026,22:45,5,cancelada,comida,walkin,Cliente 5592
22/07/2025,21:45,2,completada,comida,app,Cliente 5593
10/11/2025,13:45,1,cancelada,cena,app,Cliente 5594
20/11/2025,20:00,4,completada,comida,telefono,Cliente 5595
15/02/2025,21:30,4,confirmada,comida,web,Cliente 5596
01/04/2025,15:00,3,completada,comida,web,Cliente 5597
15/01/2026,19:15,1,no_show,cena,web,Cliente 5598
06/01/2025,21:45,2,confirmada,comida,web,Cliente 5599
01/05/2026,14:45,6,no_show,comida,web,Cliente 5600
16/06/2025,19:15,4,confirmada,cena,telefono,Cliente 5601
03/04/2026,16:30,4,cancelada,comida,app,Cliente 5602
24/06/2025,14:30,3,completada,cena,telefono,Cliente 5603
26/02/2025,20:30,5,cancelada,cena,walkin,Cliente 5604
13/07/2025,20:30,2,no_show,cena,telefono,Cliente 5605
06/12/2025,13:30,1,cancelada,comida,walkin,Cliente 5606
05/04/2025,19:15,7,no_show,comida,telefono,Cliente 5607
29/04/2026,16:30,4,no_show,comida,app,Cliente 5608
29/01/2026,20:30,1,confirmada,comida,walkin,Cliente 5609
07/07/2025,13:45,7,confirmada,cena,walkin,Cliente 5610
15/01/2025,13:45,4,cancelada,cena,walkin,Cliente 5611
06/04/2026,13:15,2,confirmada,cena,app,Cliente 5612
03/07/2025,13:15,7,no_show,comida,walkin,Cliente 5613
11/02/2025,14:15,6,cancelada,cena,web,Cliente 5614
28/05/2026,18:15,1,confirmada,comida,app,Cliente 5615
10/09/2025,22:45,1,no_show,cena,walkin,Cliente 5616
07/01/2026,19:00,6,completada,comida,app,Cliente 5617
27/06/2025,14:15,5,confirmada,cena,web,Cliente 5618
04/03/2026,22:15,7,confirmada,comida,app,Cliente 5619
26/07/2025,20:45,1,confirmada,cena,web,Cliente 5620
21/12/2025,18:00,7,no_show,cena,app,Cliente 5621
26/06/2026,20:30,1,confirmada,cena,telefono,Cliente 5622
02/04/2025,17:45,4,confirmada,comida,web,Cliente 5623
05/06/2025,17:00,2,completada,comida,telefono,Cliente 5624
19/02/2026,17:15,2,cancelada,comida,walkin,Cliente 5625
19/11/2025,14:45,2,completada,cena,telefono,Cliente 5626
01/07/2025,23:00,8,no_show,cena,walkin,Cliente 5627
30/05/2026,23:00,2,completada,comida,app,Cliente 5628
18/12/2025,15:45,7,no_show,comida,app,Cliente 5629
27/02/2026,16:45,8,confirmada,cena,app,Cliente 5630
18/08/2025,23:00,4,cancelada,comida,app,Cliente 5631
14/09/2025,16:45,5,no_show,comida,web,Cliente 5632
13/10/2025,13:15,8,cancelada,comida,web,Cliente 5633
09/07/2025,16:30,8,no_show,cena,walkin,Cliente 5634
24/09/2025,19:00,1,confirmada,comida,web,Cliente 5635
31/07/2025,22:15,2,cancelada,comida,walkin,Cliente 5636
10/11/2025,19:00,4,no_show,cena,telefono,Cliente 5637
14/05/2025,14:00,6,completada,cena,telefono,Cliente 5638
09/03/2026,17:00,4,completada,comida,telefono,Cliente 5639
14/05/2025,22:45,3,cancelada,comida,web,Cliente 5640
27/10/2025,20:45,1,confirmada,comida,telefono,Cliente 5641
03/12/2025,14:45,1,completada,comida,walkin,Cliente 5642
11/04/2025,21:00,7,confirmada,comida,telefono,Cliente 5643
07/09/2025,20:15,8,no_show,comida,telefono,Cliente 5644
26/03/2026,15:30,5,completada,comida,walkin,Cliente 5645
06/12/2025,13:00,6,no_show,comida,walkin,Cliente 5646
07/09/2025,14:45,1,completada,cena,walkin,Cliente 5647
10/05/2025,13:30,8,confirmada,comida,telefono,Cliente 5648
10/04/2026,20:30,7,cancelada,comida,web,Cliente 5649
25/04/2025,22:30,3,no_show,comida,app,Cliente 5650
26/05/2026,17:15,8,confirmada,comida,walkin,Cliente 5651
24/01/2026,16:15,1,completada,cena,web,Cliente 5652
14/06/2025,20:45,5,completada,cena,web,Cliente 5653
07/06/2026,19:45,4,no_show,cena,web,Cliente 5654
27/04/2026,18:15,6,confirmada,comida,web,Cliente 5655
03/03/2026,17:15,1,confirmada,cena,web,Cliente 5656
20/04/2026,22:00,4,no_show,cena,walkin,Cliente 5657
13/04/2026,17:45,2,no_show,cena,walkin,Cliente 5658
07/07/2025,23:30,4,cancelada,comida,web,Cliente 5659
15/05/2025,19:00,5,no_show,comida,app,Cliente 5660
04/11/2025,13:00,8,completada,cena,app,Cliente 5661
27/09/2025,21:00,8,cancelada,comida,telefono,Cliente 5662
09/10/2025,16:30,1,completada,comida,telefono,Cliente 5663
17/01/2026,20:00,4,cancelada,comida,app,Cliente 5664
23/10/2025,17:15,1,cancelada,comida,walkin,Cliente 5665
05/07/2025,20:15,1,completada,cena,telefono,Cliente 5666
07/12/2025,22:00,8,cancelada,cena,web,Cliente 5667
17/06/2025,23:00,5,confirmada,cena,walkin,Cliente 5668
10/05/2025,23:45,8,confirmada,comida,app,Cliente 5669
25/09/2025,23:30,3,confirmada,cena,web,Cliente 5670
29/06/2025,13:30,1,cancelada,cena,web,Cliente 5671
05/05/2025,16:15,2,completada,cena,app,Cliente 5672
26/05/2025,20:45,4,confirmada,comida,walkin,Cliente 5673
12/11/2025,14:45,1,confirmada,comida,telefono,Cliente 5674
08/02/2026,19:30,4,confirmada,comida,web,Cliente 5675
09/04/2026,23:30,5,no_show,cena,walkin,Cliente 5676
29/03/2025,17:30,8,confirmada,comida,web,Cliente 5677
22/07/2025,20:00,1,no_show,comida,web,Cliente 5678
18/06/2026,15:15,5,completada,cena,telefono,Cliente 5679
12/07/2025,22:45,8,no_show,cena,walkin,Cliente 5680
09/04/2026,15:15,3,cancelada,cena,walkin,Cliente 5681
11/05/2025,16:30,5,cancelada,comida,web,Cliente 5682
08/10/2025,22:15,2,no_show,cena,app,Cliente 5683
01/09/2025,23:15,7,no_show,comida,web,Cliente 5684
11/08/2025,16:00,1,completada,cena,app,Cliente 5685
22/05/2026,14:00,6,cancelada,cena,walkin,Cliente 5686
24/04/2025,19:15,2,confirmada,cena,walkin,Cliente 5687
31/10/2025,17:45,3,confirmada,comida,app,Cliente 5688
17/07/2025,16:00,3,confirmada,comida,app,Cliente 5689
20/02/2025,16:45,4,completada,cena,app,Cliente 5690
13/05/2025,19:45,4,completada,cena,telefono,Cliente 5691
03/04/2026,22:30,7,no_show,comida,web,Cliente 5692
05/02/2026,21:45,2,cancelada,cena,app,Cliente 5693
14/03/2026,14:15,8,no_show,cena,telefono,Cliente 5694
30/04/2026,16:00,1,confirmada,comida,web,Cliente 5695
30/06/2025,18:45,2,completada,cena,telefono,Cliente 5696
06/02/2026,15:45,7,confirmada,comida,telefono,Cliente 5697
10/10/2025,14:15,5,cancelada,comida,app,Cliente 5698
25/09/2025,19:15,6,no_show,comida,walkin,Cliente 5699
08/08/2025,22:00,7,cancelada,comida,web,Cliente 5700
13/12/2025,23:30,6,no_show,cena,web,Cliente 5701
12/01/2025,19:30,7,no_show,comida,telefono,Cliente 5702
03/12/2025,17:45,6,confirmada,comida,web,Cliente 5703
06/01/2025,15:15,1,completada,cena,web,Cliente 5704
10/03/2026,17:30,7,no_show,comida,telefono,Cliente 5705
08/01/2026,13:15,1,no_show,comida,walkin,Cliente 5706
21/04/2026,18:45,7,cancelada,cena,web,Cliente 5707
22/01/2025,14:15,8,no_show,comida,web,Cliente 5708
28/03/2025,13:30,1,no_show,comida,web,Cliente 5709
12/06/2026,22:30,1,confirmada,cena,telefono,Cliente 5710
22/07/2025,21:30,3,cancelada,cena,web,Cliente 5711
10/10/2025,23:30,4,no_show,comida,walkin,Cliente 5712
18/03/2025,20:00,7,no_show,cena,walkin,Cliente 5713
07/04/2025,21:00,6,cancelada,comida,app,Cliente 5714
07/06/2026,20:00,3,cancelada,comida,walkin,Cliente 5715
15/03/2026,22:00,2,no_show,comida,app,Cliente 5716
22/02/2025,21:45,3,confirmada,comida,web,Cliente 5717
21/06/2026,18:00,7,no_show,cena,app,Cliente 5718
10/04/2026,22:30,2,cancelada,comida,walkin,Cliente 5719
27/04/2025,17:30,1,completada,comida,app,Cliente 5720
09/06/2025,14:45,8,cancelada,cena,walkin,Cliente 5721
10/11/2025,15:15,4,completada,comida,walkin,Cliente 5722
19/09/2025,19:00,5,completada,comida,telefono,Cliente 5723
05/03/2026,17:00,6,cancelada,cena,web,Cliente 5724
20/09/2025,14:15,3,confirmada,comida,telefono,Cliente 5725
07/02/2026,20:00,5,completada,cena,telefono,Cliente 5726
04/12/2025,13:15,7,completada,comida,app,Cliente 5727
29/05/2025,16:45,5,completada,comida,app,Cliente 5728
30/08/2025,19:15,4,no_show,comida,walkin,Cliente 5729
14/01/2025,19:45,5,completada,comida,telefono,Cliente 5730
17/04/2025,17:00,6,confirmada,comida,app,Cliente 5731
03/05/2025,14:15,7,no_show,comida,walkin,Cliente 5732
